Country,Year,Value
Austria,1989,12.2341608
Austria,1990,31.86419789
Austria,1991,31.06962873
Austria,1992,31.57162433
Austria,1993,24.02296235
Austria,1994,28.60962567
Austria,1995,30.51662321
Austria,1996,44.99371441
Austria,1997,35.41128373
Austria,1998,48.953626
France,1989,31.87074225
France,1990,34.17958075
France,1991,35.95185839
France,1992,36.05736088
France,1993,38.77908913
France,1994,40.18036538
France,1995,32.67917345
France,1996,39.25724134
France,1997,43.15274676
France,1998,43.90319324
Australia,1989,33.57357451
Australia,1990,46.93301435
Australia,1991,39.24328338
Australia,1992,23.17841313
Australia,1993,38.94034828
Australia,1994,21.37919148
Australia,1995,29.09539201
Australia,1996,29.43205797
Australia,1997,27.96725172
Australia,1998,28.31658291
Belgium,1989,29.92720971
Belgium,1990,22.12974543
Belgium,1991,17.64101479
Belgium,1992,18.52259515
Belgium,1993,17.71990781
Belgium,1994,17.12998423
Belgium,1995,21.77271567
Belgium,1996,13.62543067
Belgium,1997,14.68512608
Belgium,1998,20.3819052
Canada,1989,28.10552234
Canada,1990,25.08756567
Canada,1991,14.35429143
Canada,1992,11.19495239
Canada,1993,9.291121817
Canada,1994,21.67385592
Canada,1995,17.32681313
Canada,1996,13.97804248
Canada,1997,25.18530927
Canada,1998,15.65619841
Netherlands,1989,10.78081028
Netherlands,1990,20.12479079
Netherlands,1991,29.08164975
Netherlands,1992,8.702021408
Netherlands,1993,5.085258851
Netherlands,1994,15.11878606
Netherlands,1995,9.117096019
Netherlands,1996,12.47921016
Netherlands,1997,13.75386197
Netherlands,1998,18.17350798
Italy,1989,6.277700308
Italy,1990,9.991809992
Italy,1991,9.040318408
Italy,1992,6.076384106
Italy,1993,15.65511981
Italy,1994,12.26399838
Italy,1995,16.75491679
Italy,1996,11.74944403
Italy,1997,10.7513107
Italy,1998,17.98184525
Denmark,1989,1.484810316
Denmark,1990,1.933415071
Denmark,1991,13.52240655
Denmark,1992,10.7120251
Denmark,1993,13.01240301
Denmark,1994,4.192849273
Denmark,1995,7.936718958
Denmark,1996,4.302954839
Denmark,1997,11.42030583
Denmark,1998,7.581187749
United States,1989,13.69280768
United States,1990,11.25239325
United States,1991,11.22340547
United States,1992,11.22359345
United States,1993,11.22337118
United States,1994,7.991606346
United States,1995,8.465084532
United States,1996,8.408888557
United States,1997,4.70209112
United States,1998,3.037705136
Norway,1989,14.25237904
Norway,1990,7.560932461
Norway,1991,8.21938237
Norway,1992,7.254565634
Norway,1993,3.967354341
Norway,1994,4.307469011
Norway,1995,4.475591304
Norway,1996,10.98735133
Norway,1997,14.6180196
Norway,1998,9.295916735
