Country,Year,Value
Syria,1992,11.293865
Syria,1993,10.6930683
Syria,1994,7.9582037
Syria,1995,12.5148296
Syria,1996,12.0961589
Syria,1997,9.4997216
Syria,1998,9.2219988
Syria,1999,8.8476833
Syria,2000,8.6129094
Syria,2001,8.4495998
Jordan,1992,10.3868515
Jordan,1993,9.4528435
Jordan,1994,8.7498118
Jordan,1995,10.6266122
Jordan,1996,10.1123809
Jordan,1997,10.1290594
Jordan,1998,9.7588627
Jordan,1999,9.578287
Jordan,2000,10.3509422
Jordan,2001,7.4451595
Singapore,1992,3.3395083
Singapore,1993,3.2918413
Singapore,1994,3.1956273
Singapore,1995,3.7181148
Singapore,1996,3.4857517
Singapore,1997,9.2542362
Singapore,1998,9.0993869
Singapore,1999,8.9903223
Singapore,2000,8.1644573
Singapore,2001,7.2617136
Lebanon,1992,4.0721276
Lebanon,1993,3.8407267
Lebanon,1994,4.9386398
Lebanon,1995,5.965207
Lebanon,1996,6.2140389
Lebanon,1997,6.6630102
Lebanon,1998,6.0644751
Lebanon,1999,7.0381246
Lebanon,2000,6.5205856
Lebanon,2001,7.038653
Brunei,1992,3.3748001
Brunei,1993,3.2597223
Brunei,1994,3.9444698
Brunei,1995,6.8650426
Brunei,1996,6.7134529
Brunei,1997,6.4504109
Brunei,1998,6.2344373
Brunei,1999,5.8371565
Brunei,2000,5.6873667
Brunei,2001,6.0851088
Bahrain,1992,2.9523833
Bahrain,1993,2.8505541
Bahrain,1994,3.1426582
Bahrain,1995,7.5978967
Bahrain,1996,7.4757681
Bahrain,1997,7.4492832
Bahrain,1998,7.2354637
Bahrain,1999,7.1288768
Bahrain,2000,6.9524309
Bahrain,2001,6.7557056
Cambodia,1992,2.9630479
Cambodia,1993,2.1810356
Cambodia,1994,1.4611853
Cambodia,1995,6.2585806
Cambodia,1996,6.052978
Cambodia,1997,6.8439282
Cambodia,1998,6.5671248
Cambodia,1999,6.3170328
Cambodia,2000,6.0994766
Cambodia,2001,3.3773133
Croatia,1992,5.0524106
Croatia,1993,3.7951474
Croatia,1994,3.3267189
Croatia,1995,7.1300506
Croatia,1996,5.1850294
Croatia,1997,4.7848537
Croatia,1998,4.7856809
Croatia,1999,4.9754746
Croatia,2000,5.1297096
Croatia,2001,3.4860146
Libya,1992,6.7162576
Libya,1993,6.4099465
Libya,1994,5.7799588
Libya,1995,5.489693
Libya,1996,4.2752525
Libya,1997,4.0833542
Libya,1998,3.8964212
Libya,1999,3.7270683
Libya,2000,4.1770892
Libya,2001,4.0293044
Azerbaijan,1992,1.3447935
Azerbaijan,1993,1.4127071
Azerbaijan,1994,1.5889262
Azerbaijan,1995,4.05443
Azerbaijan,1996,3.4819303
Azerbaijan,1997,3.2689876
Azerbaijan,1998,2.5849531
Azerbaijan,1999,2.4519242
Azerbaijan,2000,2.4591831
Azerbaijan,2001,2.4060113
