Country,Year,Value
Luxembourg,1999,134.2684595
Luxembourg,2000,150
Luxembourg,2001,146.6221874
Luxembourg,2002,140.6472076
Luxembourg,2003,136.972552
Luxembourg,2004,152.4129636
Luxembourg,2005,158.5813454
Luxembourg,2006,175.5108178
Luxembourg,2007,179.9338663
Luxembourg,2008,179.269111
Seychelles,1999,67.66517441
Seychelles,2000,78.15458664
Seychelles,2001,81.57354931
Seychelles,2002,83.971026
Seychelles,2003,95.14363172
Seychelles,2004,97.81362693
Seychelles,2005,81.1399779
Seychelles,2006,88.84612023
Seychelles,2007,108.801283
Seychelles,2008,130.9166573
Swaziland,1999,65.55560575
Swaziland,2000,76.06476912
Swaziland,2001,89.33162466
Swaziland,2002,99.79400008
Swaziland,2003,104.2138291
Swaziland,2004,90.10220111
Swaziland,2005,89.14462565
Swaziland,2006,84.6015193
Swaziland,2007,78.34319811
Swaziland,2008,68.62100478
Guyana,1999,96.50847171
Guyana,2000,96.07997325
Guyana,2001,94.99326912
Guyana,2002,92.77214278
Guyana,2003,89.81384676
Guyana,2004,95.79316709
Guyana,2005,84.6228686
Guyana,2006,63.37497472
Guyana,2007,64.15733117
Guyana,2008,68.29469111
Turkmenistan,1999,56.1393679
Turkmenistan,2000,95.5016254
Turkmenistan,2001,81.39138891
Turkmenistan,2002,69.04930487
Turkmenistan,2003,62.30927683
Turkmenistan,2004,61.66256949
Turkmenistan,2005,30.68413392
Turkmenistan,2006,35.11069165
Turkmenistan,2007,100.7844444
Turkmenistan,2008,80.54220177
Tajikistan,1999,66.07337871
Tajikistan,2000,98.76680165
Tajikistan,2001,67.99196444
Tajikistan,2002,65.46116122
Tajikistan,2003,63.37686321
Tajikistan,2004,58.31411034
Tajikistan,2005,26.02503649
Tajikistan,2006,23.34528369
Tajikistan,2007,20.65927758
Tajikistan,2008,16.66761202
Saudi Arabia,1999,34.83015866
Saudi Arabia,2000,43.65243774
Saudi Arabia,2001,39.87739836
Saudi Arabia,2002,41.17785026
Saudi Arabia,2003,46.11805411
Saudi Arabia,2004,52.66779651
Saudi Arabia,2005,60.87880864
Saudi Arabia,2006,63.23255572
Saudi Arabia,2007,64.90526323
Saudi Arabia,2008,68.91435215
Azerbaijan,1999,27.98357952
Azerbaijan,2000,39.04135919
Azerbaijan,2001,40.92304191
Azerbaijan,2002,42.76810108
Azerbaijan,2003,42.01087346
Azerbaijan,2004,48.78747842
Azerbaijan,2005,62.93643014
Azerbaijan,2006,66.50623055
Azerbaijan,2007,68.13094035
Azerbaijan,2008,69.46645185
Libya,1999,23.86307377
Libya,2000,35.63056188
Libya,2001,31.85624564
Libya,2002,46.21031746
Libya,2003,62.38501027
Libya,2004,63.25502122
Libya,2005,66.43285411
Libya,2006,71.30306409
Libya,2007,67.5594924
Libya,2008,67.3843117
Chad,1999,18.31812077
Chad,2000,16.89009643
Chad,2001,14.66578755
Chad,2002,12.6899406
Chad,2003,24.63296691
Chad,2004,51.00885806
Chad,2005,61.00235479
Chad,2006,63.15239917
Chad,2007,54.8
Chad,2008,54.1
