Country,Year,Value
Ireland,1968,82.36318769
Ireland,1972,82.47931485
Ireland,1976,82.98737117
Ireland,1980,83.13253012
Ireland,1984,82.68253738
Ireland,1988,82.20351285
Ireland,1992,64.05864422
Ireland,1996,63.01349978
Ireland,2000,64.04412832
Ireland,2004,62.49092757
Comoros,1968,56.42127888
Comoros,1972,56.42127888
Comoros,1976,56.42127888
Comoros,1980,59.10800645
Comoros,1984,64.48146158
Comoros,1988,68.24288017
Comoros,1992,71.46695325
Comoros,1996,73.6163353
Comoros,2000,77.91509941
Comoros,2004,79.52713595
Gambia,1968,52.8
Gambia,1972,53.8
Gambia,1976,56.3
Gambia,1980,55.9
Gambia,1984,56.9
Gambia,1988,64.9
Gambia,1992,61.2
Gambia,1996,64
Gambia,2000,74.9
Gambia,2004,79.9
China,1968,39.27257718
China,1972,41.25253955
China,1976,43.69794928
China,1980,46.55301621
China,1984,51.34335111
China,1988,56.03950503
China,1992,57.01297894
China,1996,57.36597666
China,2000,58.36067191
China,2004,58.2196407
Costa Rica,1968,33.60752056
Costa Rica,1972,36.95652174
Costa Rica,1976,43.18448884
Costa Rica,1980,49.27536232
Costa Rica,1984,53.81903643
Costa Rica,1988,54.30865648
Costa Rica,1992,54.05405405
Costa Rica,1996,53.76028202
Costa Rica,2000,53.66235801
Costa Rica,2004,53.85820603
Paraguay,1968,28.23307324
Paraguay,1972,29.24238611
Paraguay,1976,31.39692927
Paraguay,1980,32.80896048
Paraguay,1984,37.67178455
Paraguay,1988,43.00276869
Paraguay,1992,43.65718601
Paraguay,1996,47.87566071
Paraguay,2000,51.15781525
Paraguay,2004,50.33475963
Guatemala,1968,25.56924225
Guatemala,1972,26.12915267
Guatemala,1976,27.3422919
Guatemala,1980,28.46211273
Guatemala,1984,35.3210153
Guatemala,1988,39.98693542
Guatemala,1992,39.98693542
Guatemala,1996,42.10526316
Guatemala,2000,41.66666667
Guatemala,2004,44.79283315
Maldives,1968,16.66666667
Maldives,1972,20
Maldives,1976,26.66666667
Maldives,1980,26.66666667
Maldives,1984,30
Maldives,1988,30
Maldives,1992,30
Maldives,1996,30
Maldives,2000,33.33333333
Maldives,2004,43.33333333
Grenada,1968,64.70588235
Grenada,1972,58.82352941
Grenada,1976,58.82352941
Grenada,1980,47.05882353
Grenada,1984,47.05882353
Grenada,1988,38.23529412
Grenada,1992,35.29411765
Grenada,1996,35.29411765
Grenada,2000,35.29411765
Grenada,2004,38.23529412
Puerto Rico,1968,63.81059752
Puerto Rico,1972,58.06087937
Puerto Rico,1976,55.58060879
Puerto Rico,1980,53.55129651
Puerto Rico,1984,52.31116122
Puerto Rico,1988,52.08568207
Puerto Rico,1992,46.22322435
Puerto Rico,1996,34.83652762
Puerto Rico,2000,27.8692221
Puerto Rico,2004,24.23900789
