Country,Year,Value
Malawi,1997,7.8
Malawi,1998,9.1
Malawi,1999,8
Malawi,2000,6.1
Malawi,2001,7.8
Malawi,2002,10
Malawi,2003,12.8
Malawi,2004,12.8
Malawi,2005,12.2
Malawi,2006,12.3
Timor-Leste,1997,9.5
Timor-Leste,1998,7.7
Timor-Leste,1999,9
Timor-Leste,2000,8.8
Timor-Leste,2001,8.6
Timor-Leste,2002,8.5
Timor-Leste,2003,9.2
Timor-Leste,2004,10.3
Timor-Leste,2005,13.7
Timor-Leste,2006,16.4
Tuvalu,1997,9.1
Tuvalu,1998,9.3
Tuvalu,1999,9.9
Tuvalu,2000,13.4
Tuvalu,2001,10.5
Tuvalu,2002,9.4
Tuvalu,2003,11.1
Tuvalu,2004,9.2
Tuvalu,2005,8.8
Tuvalu,2006,11.4
Lebanon,1997,11.6
Lebanon,1998,11.7
Lebanon,1999,11.1
Lebanon,2000,11
Lebanon,2001,10.7
Lebanon,2002,9.4
Lebanon,2003,8.9
Lebanon,2004,8.8
Lebanon,2005,8.7
Lebanon,2006,8.9
Zimbabwe,1997,9
Zimbabwe,1998,10.8
Zimbabwe,1999,7.4
Zimbabwe,2000,8.3
Zimbabwe,2001,6.4
Zimbabwe,2002,5.8
Zimbabwe,2003,7.2
Zimbabwe,2004,8.4
Zimbabwe,2005,8.1
Zimbabwe,2006,8.4
Guinea-Bissau,1997,6.4
Guinea-Bissau,1998,8.5
Guinea-Bissau,1999,4.7
Guinea-Bissau,2000,7
Guinea-Bissau,2001,5
Guinea-Bissau,2002,8.4
Guinea-Bissau,2003,7.3
Guinea-Bissau,2004,5.7
Guinea-Bissau,2005,6.2
Guinea-Bissau,2006,6.2
Maldives,1997,6
Maldives,1998,6.1
Maldives,1999,6.1
Maldives,2000,6.8
Maldives,2001,6.8
Maldives,2002,6.6
Maldives,2003,7.2
Maldives,2004,7.8
Maldives,2005,12.4
Maldives,2006,10.1
Botswana,1997,4.7
Botswana,1998,5.1
Botswana,1999,5
Botswana,2000,4.8
Botswana,2001,4.2
Botswana,2002,5.7
Botswana,2003,6.4
Botswana,2004,7.7
Botswana,2005,8.3
Botswana,2006,7.2
Rwanda,1997,4.4
Rwanda,1998,5.1
Rwanda,1999,4.4
Rwanda,2000,4
Rwanda,2001,4.4
Rwanda,2002,4.3
Rwanda,2003,6.6
Rwanda,2004,7
Rwanda,2005,7.2
Rwanda,2006,10.4
Iraq,1997,1.7
Iraq,1998,1.9
Iraq,1999,1.4
Iraq,2000,1.1
Iraq,2001,1.1
Iraq,2002,1.3
Iraq,2003,3.2
Iraq,2004,5.2
Iraq,2005,4.1
Iraq,2006,3.8
