icao24,callsign,longitude,latitude,baro_altitude,velocity,on_ground,heading,vertical_rate,squawk,time,trajectory_number
'7c6c9c','JST775',144.8327,-37.6413,91.44,67.01,FALSE,172.06,-4.23,'4326',1551154148,0.00000000
'7c6d9a','QFA686',144.8344,-37.6503,83.82,74.86,FALSE,171.7,-3.58,'4245',1551154310,0.00000000
'7c3890','LGI',144.9007,-37.7343,137.16,32.61,FALSE,173.66,6.18,'0100',1551154445,0.00000000
'7c3890','LGI',144.9059,-37.7345,182.88,44.88,FALSE,61.97,2.6,'0100',1551154459,0.03571429
'7c3890','LGI',144.9096,-37.7313,213.36,49.73,FALSE,24.44,4.23,'0100',1551154469,0.07142857
'7c3890','LGI',144.9106,-37.7265,243.84,52.63,FALSE,4.48,1.63,'0100',1551154479,0.10714286
'7c3890','LGI',144.9115,-37.7173,304.8,53.86,FALSE,6.58,4.55,'0100',1551154498,0.14285714
'7c3890','LGI',144.9122,-37.7124,350.52,53.11,FALSE,8.91,1.95,'0100',1551154509,0.17857143
'7c3890','LGI',144.9132,-37.7072,388.62,57.11,FALSE,7.77,1.3,'0100',1551154519,0.21428571
'7c3890','LGI',144.9141,-37.702,403.86,63.88,FALSE,7.87,-2.28,'0100',1551154529,0.25000000
'7c3890','LGI',144.9152,-37.6962,396.24,59.37,FALSE,8.97,-0.65,'0100',1551154540,0.28571429
'7c3890','LGI',144.9163,-37.6914,388.62,59.73,FALSE,10.92,1.63,'0100',1551154549,0.32142857
'7c3890','LGI',144.9174,-37.6859,396.24,63.18,FALSE,9.85,1.95,'0100',1551154559,0.35714286
'7c3890','LGI',144.9187,-37.6806,411.48,60.9,FALSE,8.75,1.95,'0100',1551154568,0.39285714
'7c3890','LGI',144.9205,-37.6692,411.48,63.75,FALSE,6.95,0,'0100',1551154589,0.42857143
'7c3890','LGI',144.9211,-37.6637,411.48,66.01,FALSE,4.02,0.33,'0100',1551154598,0.46428571
'7c3890','LGI',144.922,-37.6571,411.48,66.5,FALSE,8,-0.98,'0100',1551154609,0.50000000
'7c3890','LGI',144.9231,-37.6516,403.86,65.63,FALSE,9.02,0.33,'0100',1551154619,0.53571429
'7c3890','LGI',144.9242,-37.6466,396.24,64.97,FALSE,10.95,-0.65,'0100',1551154627,0.57142857
'7c3890','LGI',144.9256,-37.6404,396.24,65.12,FALSE,9.09,0,'0100',1551154638,0.60714286
'7c3890','LGI',144.9269,-37.6339,403.86,67.08,FALSE,8.38,0,'0100',1551154649,0.64285714
'7c3890','LGI',144.9279,-37.6282,396.24,67.66,FALSE,8.75,-0.98,'0100',1551154659,0.67857143
'7c3890','LGI',144.9304,-37.6158,396.24,68.03,FALSE,7.82,-1.95,'0100',1551154679,0.71428571
'7c3890','LGI',144.9314,-37.6099,396.24,67.89,FALSE,6.96,0.33,'0100',1551154689,0.75000000
'7c3890','LGI',144.9323,-37.6045,388.62,67.38,FALSE,7.02,1.95,'0100',1551154698,0.78571429
'7c3890','LGI',144.933,-37.6001,403.86,66.87,FALSE,7.07,1.63,'0100',1551154705,0.82142857
'7c3890','LGI',144.9339,-37.5921,403.86,66.46,FALSE,3.11,0,'0100',1551154719,0.85714286
'7c3890','LGI',144.9344,-37.5866,388.62,66.5,FALSE,8,0.33,'0100',1551154728,0.89285714
'7c3890','LGI',144.9366,-37.5748,396.24,67.16,FALSE,8.81,0.98,'0100',1551154748,0.92857143
'7c3890','LGI',144.9372,-37.5721,396.24,67.74,FALSE,9.18,0,'0100',1551154752,0.96428571
'7c3890','LGI',144.9401,-37.5594,381,67.83,FALSE,9.61,0.98,'0100',1551154773,1.00000000
'7c6d93','QFA619',144.8244,-37.5968,396.24,74.79,FALSE,172.09,-4.88,'1114',1551154449,0.00000000
'7c6d93','QFA619',144.8257,-37.6037,358.14,73.41,FALSE,171.13,-4.23,'1114',1551154460,0.16666667
'7c6d93','QFA619',144.8268,-37.6096,320.04,74.86,FALSE,171.7,-3.9,'1114',1551154468,0.33333333
'7c6d93','QFA619',144.828,-37.616,243.84,71.81,FALSE,171.35,-3.9,'1114',1551154478,0.50000000
'7c6d93','QFA619',144.8319,-37.6367,167.64,76.54,FALSE,171.11,-4.23,'1114',1551154509,0.66666667
'7c6d93','QFA619',144.8329,-37.6427,129.54,77.92,FALSE,172.03,-3.9,'1114',1551154518,0.83333333
'7c6d93','QFA619',144.8343,-37.6501,83.82,77.48,FALSE,171.6,-4.55,'1114',1551154529,1.00000000
'7c6bc1','JST29',144.7564,-37.6566,784.86,114.03,FALSE,274.4,12.03,'1337',1551154449,0.00000000
'7c6bc1','JST29',144.7419,-37.6557,929.64,118.61,FALSE,273.98,13.33,'1337',1551154460,0.09090909
'7c6bc1','JST29',144.7283,-37.655,1059.18,123.74,FALSE,273.81,14.63,'1337',1551154469,0.18181818
'7c6bc1','JST29',144.7132,-37.6541,1203.96,127.88,FALSE,273.92,15.61,'1337',1551154480,0.27272727
'7c6bc1','JST29',144.6857,-37.6527,1524,130.48,FALSE,274.07,19.18,'1337',1551154499,0.36363636
'7c6bc1','JST29',144.6711,-37.6518,1706.88,131.51,FALSE,274.04,18.21,'1337',1551154509,0.45454546
'7c6bc1','JST29',144.6563,-37.6504,1874.52,132.79,FALSE,280.27,18.21,'1337',1551154519,0.54545455
'7c6bc1','JST29',144.6409,-37.6468,2057.4,135.06,FALSE,289.82,17.23,'1337',1551154529,0.63636364
'7c6bc1','JST29',144.6257,-37.6418,2232.66,136.92,FALSE,293,16.91,'1337',1551154540,0.72727273
'7c6bc1','JST29',144.6123,-37.6373,2392.68,138.07,FALSE,293.03,18.21,'1337',1551154549,0.81818182
'7c6bc1','JST29',144.5978,-37.6325,2560.32,139.49,FALSE,292.78,16.58,'1337',1551154559,0.90909091
