icao24,callsign,longitude,latitude,baro_altitude,velocity,on_ground,heading,vertical_rate,squawk,time,trajectory_number
'7c6d28','VOZ1508',144.8276,-37.614,320.04,73.19,FALSE,172.33,-4.88,'1110',1551238630,0.0000000
'7c6d28','VOZ1508',144.8279,-37.616,304.8,75.1,FALSE,170.54,-2.93,'1110',1551238633,0.2000000
'7c6d28','VOZ1508',144.8294,-37.6234,274.32,74.21,FALSE,172.43,-4.55,'1110',1551238644,0.4000000
'7c6d28','VOZ1508',144.8312,-37.6334,205.74,73.92,FALSE,171.19,-5.85,'1110',1551238659,0.6000000
'7c6d28','VOZ1508',144.8326,-37.6405,160.02,74.35,FALSE,171.65,-4.23,'1110',1551238670,0.8000000
'7c6d28','VOZ1508',144.8329,-37.6425,124.8,74.28,TRUE,172.04,-3.58,'1110',1551238673,1.0000000
'7c7fe8','ZJU',144.9007,-37.7187,60.96,31.91,FALSE,178.15,-4.88,'0100',1551238422,0.0000000
'7c5e89','CHOP42',144.9137,-37.7345,91.44,41.39,FALSE,302.31,-2.28,'0100',1551238621,0.0000000
'7c52f9','QLK54D',145.0438,-37.6081,2567.94,139.27,FALSE,335.33,-2.6,'4321',1551238630,0.0000000
'7c52f9','QLK54D',145.0377,-37.5976,2529.84,136.25,FALSE,334.98,-5.85,'4321',1551238639,0.0555556
'7c52f9','QLK54D',145.0307,-37.586,2461.26,135.74,FALSE,333.92,-6.18,'7311',1551238649,0.1111111
'7c52f9','QLK54D',145.0243,-37.5756,2362.2,135.76,FALSE,334.41,-11.05,'4321',1551238659,0.1666667
'7c52f9','QLK54D',145.0182,-37.5653,2255.52,136.03,FALSE,335.18,-11.05,'4321',1551238668,0.2222222
'7c52f9','QLK54D',145.0116,-37.5537,2171.7,134.2,FALSE,335.3,-6.5,'4321',1551238679,0.2777778
'7c52f9','QLK54D',144.8154,-37.5505,693.42,95.67,FALSE,171.65,-4.88,'4321',1551238970,0.3333333
'7c52f9','QLK54D',144.8167,-37.558,647.7,89.85,FALSE,172.1,-4.55,'4321',1551238979,0.3888889
'7c52f9','QLK54D',144.8183,-37.5664,601.98,82.29,FALSE,171.01,-0.98,'4321',1551238990,0.4444444
'7c52f9','QLK54D',144.821,-37.5793,533.4,72.91,FALSE,171.07,-3.9,'4321',1551239009,0.5000000
'7c52f9','QLK54D',144.8222,-37.5857,495.3,69.12,FALSE,171.87,-1.63,'4321',1551239019,0.5555556
'7c52f9','QLK54D',144.8234,-37.5917,457.2,67.24,FALSE,170.75,-2.6,'4321',1551239029,0.6111111
'7c52f9','QLK54D',144.8246,-37.5979,426.72,66.06,FALSE,171.49,-2.93,'4321',1551239040,0.6666667
'7c52f9','QLK54D',144.8257,-37.6035,388.62,65.55,FALSE,171.42,-3.25,'4321',1551239049,0.7222222
'7c52f9','QLK54D',144.8268,-37.6092,358.14,64.03,FALSE,171.22,-3.25,'4321',1551239059,0.7777778
'7c52f9','QLK54D',144.8279,-37.6151,320.04,63.95,FALSE,171.67,-4.23,'4321',1551239069,0.8333333
