icao24,callsign,longitude,latitude,baro_altitude,velocity,on_ground,heading,vertical_rate,squawk,time,trajectory_number
'7c7aa3','VOZ1593',144.7245,-37.6546,952.5,126.93,FALSE,274.42,17.56,'1475',1551231409,0.0000000
'7c7aa3','VOZ1593',144.7099,-37.6535,1135.38,127.72,FALSE,275.78,17.23,'1475',1551231419,0.0909091
'7c7aa3','VOZ1593',144.6953,-37.6525,1287.78,129.53,FALSE,274.56,16.91,'1475',1551231429,0.1818182
'7c7aa3','VOZ1593',144.6799,-37.6508,1463.04,130.86,FALSE,281.8,16.91,'1475',1551231440,0.2727273
'7c7aa3','VOZ1593',144.6679,-37.6468,1607.82,131.83,FALSE,296.67,16.91,'1475',1551231448,0.3636364
'7c7aa3','VOZ1593',144.6557,-37.6386,1775.46,134.23,FALSE,315.47,16.26,'1475',1551231459,0.4545455
'7c7aa3','VOZ1593',144.647,-37.6276,1943.1,137.62,FALSE,334.78,16.91,'1475',1551231469,0.5454545
'7c7aa3','VOZ1593',144.638,-37.6043,2240.28,142.26,FALSE,343.4,15.61,'1475',1551231489,0.6363636
'7c7aa3','VOZ1593',144.6333,-37.5917,2407.92,144.38,FALSE,343.44,15.93,'1475',1551231499,0.7272727
'7c7aa3','VOZ1593',144.6285,-37.5789,2552.7,146,FALSE,343.42,15.61,'1475',1551231509,0.8181818
'7c7aa3','VOZ1593',144.625,-37.5657,2697.48,149.7,FALSE,353.29,13.33,'1475',1551231519,0.9090909
'7c7aa3','VOZ1593',144.6258,-37.5526,2827.02,154.08,FALSE,5.75,13.33,'1475',1551231529,1.0000000
'7c7c88','YVU',144.9373,-37.7782,601.98,43.08,FALSE,139.84,1.63,'0511',1551231408,0.0000000
'7c7c88','YVU',144.9409,-37.7816,617.22,47.1,FALSE,139.87,1.95,'0511',1551231419,0.3333333
'7c7c88','YVU',144.9446,-37.7847,655.32,47.65,FALSE,134.56,4.55,'0511',1551231429,0.6666667
'7c7c88','YVU',144.9482,-37.7878,693.42,48.15,FALSE,139.33,2.6,'0511',1551231439,1.0000000
'7c6c35','TGG452',144.8328,-37.6416,152.4,70.64,FALSE,172.05,-4.23,'3770',1551231242,0.0000000
'7c6c35','',144.8183,-37.6605,251.46,78.4,FALSE,274.14,14.96,'7253',1551234487,0.0526316
'7c6c35','TGG238',144.8074,-37.6599,403.86,78.99,FALSE,274.86,13.33,'7253',1551234499,0.1052632
'7c6c35','TGG238',144.7882,-37.6585,548.64,89.43,FALSE,275.61,4.88,'7253',1551234519,0.1578947
'7c6c35','TGG238',144.7791,-37.6578,601.98,96.75,FALSE,276.1,7.15,'7253',1551234528,0.2105263
'7c6c35','TGG238',144.7667,-37.6567,662.94,102.94,FALSE,276.02,6.18,'7253',1551234539,0.2631579
'7c6c35','TGG238',144.7545,-37.6558,701.04,111.64,FALSE,275.55,4.55,'7253',1551234549,0.3157895
'7c6c35','TGG238',144.7424,-37.6549,777.24,119.33,FALSE,275.19,10.08,'7253',1551234559,0.3684211
'7c6c35','TGG238',144.7279,-37.654,868.68,126.34,FALSE,273.97,10.73,'7253',1551234568,0.4210526
'7c6c35','TGG238',144.7127,-37.6533,1005.84,130.35,FALSE,273.17,13.98,'7253',1551234579,0.4736842
'7c6c35','TGG238',144.6984,-37.6527,1158.24,132.38,FALSE,272.9,18.53,'7253',1551234588,0.5263158
'7c6c35','TGG238',144.6837,-37.6519,1341.12,133.4,FALSE,275.75,17.56,'7253',1551234599,0.5789474
'7c6c35','TGG238',144.6587,-37.6428,1653.54,133.61,FALSE,312.66,18.53,'7253',1551234617,0.6315789
'7c6c35','TGG238',144.6478,-37.6309,1897.38,134.91,FALSE,331.28,17.88,'7253',1551234629,0.6842105
'7c6c35','TGG238',144.6431,-37.6203,2042.16,138.81,FALSE,342.98,16.26,'7253',1551234638,0.7368421
'7c6c35','TGG238',144.6383,-37.6072,2202.18,141.33,FALSE,343.94,15.28,'7253',1551234649,0.7894737
'7c6c35','TGG238',144.6343,-37.5958,2331.72,144.44,FALSE,344.08,14.96,'7253',1551234658,0.8421053
