icao24,callsign,longitude,latitude,baro_altitude,velocity,on_ground,heading,vertical_rate,squawk,time,trajectory_number
'7c6d94','QFA1016',144.8331,-37.6432,114.3,71.23,FALSE,171.69,-3.58,'4034',1551168558,0.000000000
'7c6d94','QFA1016',144.8337,-37.647,91.44,71.23,FALSE,171.69,-3.58,'4034',1551168564,0.052631579
'7c6d94','QFA1017',144.8172,-37.6604,152.4,86.77,FALSE,275.1,14.31,'7222',1551171404,0.105263158
'7c6d94','QFA1017',144.8029,-37.6593,358.14,87.8,FALSE,275.04,13.98,'7222',1551171419,0.157894737
'7c6d94','QFA1017',144.7814,-37.6581,533.4,98.52,FALSE,274.19,5.85,'7222',1551171439,0.210526316
'7c6d94','QFA1017',144.769,-37.6574,601.98,107.28,FALSE,274.12,6.18,'7222',1551171450,0.263157895
'7c6d94','QFA1017',144.7566,-37.6567,662.94,115.05,FALSE,274.36,7.8,'7222',1551171459,0.315789474
'7c6d94','QFA1017',144.7428,-37.656,731.52,123.26,FALSE,274.07,5.85,'7222',1551171469,0.368421053
'7c6d94','QFA1017',144.7293,-37.6552,784.86,130.96,FALSE,273.83,7.48,'7222',1551171479,0.421052632
'7c6d94','QFA1017',144.7127,-37.6555,929.64,132.79,FALSE,262.65,12.68,'7222',1551171490,0.473684211
'7c6d94','QFA1017',144.6999,-37.6593,1104.9,130.25,FALSE,244.75,21.78,'7222',1551171499,0.526315789
'7c6d94','QFA1017',144.6786,-37.6747,1386.84,130.99,FALSE,217.5,8.45,'7222',1551171519,0.578947368
'7c6d94','QFA1017',144.6711,-37.6844,1485.9,135.08,FALSE,211.45,13,'7222',1551171529,0.631578947
'7c6d94','QFA1017',144.6649,-37.6966,1661.16,136.76,FALSE,194.82,19.51,'7222',1551171539,0.684210526
'7c6d94','QFA1017',144.6653,-37.7084,1821.18,136.98,FALSE,174.4,16.91,'7222',1551171549,0.736842105
'7c6d94','QFA1017',144.6713,-37.7197,1943.1,141.81,FALSE,151.39,11.7,'7222',1551171559,0.789473684
'7c6d94','QFA1017',144.6798,-37.7308,2004.06,147.29,FALSE,147.7,4.88,'7222',1551171569,0.842105263
'7c6d94','QFA1017',144.6896,-37.7429,2065.02,155.42,FALSE,147.57,5.85,'7222',1551171579,0.894736842
'7c6d94','QFA1017',144.6984,-37.7542,2110.74,161.81,FALSE,148.79,5.2,'7222',1551171589,0.947368421
'7c6d94','QFA1017',144.7178,-37.781,2209.8,174.79,FALSE,150.95,5.2,'7222',1551171609,1.000000000
'7c6c57','VOZ1333',145.0597,-37.6364,2621.28,148.9,FALSE,334.85,-7.48,'4305',1551168559,0.000000000
'7c6c57','VOZ1333',145.0528,-37.6247,2552.7,148.43,FALSE,334.77,-7.48,'4305',1551168569,0.047619048
'7c6c57','VOZ1333',145.0454,-37.6121,2484.12,147.06,FALSE,334.96,-5.85,'4305',1551168579,0.095238095
'7c6c57','VOZ1333',145.0389,-37.6011,2423.16,145.7,FALSE,335.15,-7.15,'4305',1551168589,0.142857143
'7c6c57','VOZ1333',145.032,-37.5893,2354.58,145.01,FALSE,335.25,-7.48,'4305',1551168599,0.190476190
'7c6c57','VOZ1333',145.0249,-37.5769,2278.38,144.08,FALSE,335.08,-7.15,'4305',1551168609,0.238095238
'7c6c57','VOZ1333',145.0182,-37.5653,2209.8,143.87,FALSE,335.27,-7.48,'4305',1551168619,0.285714286
'7c6c57','VOZ1333',145.0114,-37.5537,2141.22,142.93,FALSE,335.1,-7.15,'4305',1551168629,0.333333333
'7c6c57','VOZ1333',144.8168,-37.5558,632.46,79.01,FALSE,171.76,-4.55,'4305',1551168949,0.380952381
'7c6c57','VOZ1333',144.818,-37.5618,601.98,77.05,FALSE,171.17,-4.88,'4305',1551168958,0.428571429
'7c6c57','VOZ1333',144.8193,-37.5693,556.26,73.85,FALSE,171.59,-4.23,'4305',1551168969,0.476190476
'7c6c57','VOZ1333',144.8205,-37.5755,518.16,71.73,FALSE,171.75,-3.58,'4305',1551168979,0.523809524
'7c6c57','VOZ1333',144.8217,-37.582,487.68,68.76,FALSE,170.96,-3.9,'4305',1551168989,0.571428571
'7c6c57','VOZ1333',144.8239,-37.594,411.48,67.52,FALSE,172.12,-4.23,'4305',1551169009,0.619047619
'7c6c57','VOZ1333',144.825,-37.5999,381,68.1,FALSE,171.75,-4.23,'4305',1551169019,0.666666667
'7c6c57','VOZ1333',144.8259,-37.605,342.9,68.1,FALSE,171.75,-3.9,'4305',1551169027,0.714285714
'7c6c57','VOZ1333',144.8273,-37.6118,304.8,68.76,FALSE,170.96,-3.25,'4305',1551169038,0.761904762
'7c6c57','VOZ1333',144.8281,-37.6161,274.32,67.52,FALSE,172.12,-3.58,'4305',1551169045,0.809523810
'7c6c57','VOZ1333',144.8294,-37.6235,236.22,68.61,FALSE,171.81,-4.23,'4305',1551169058,0.857142857
'7c6c57','VOZ1333',144.8306,-37.6302,198.12,68.54,FALSE,172.23,-3.58,'4305',1551169069,0.904761905
'7c6c57','VOZ1333',144.8318,-37.6366,160.02,67.83,FALSE,170.39,-3.58,'4305',1551169079,0.952380952
'7c6c57','VOZ1333',144.8331,-37.6437,121.92,69.12,FALSE,171.87,-4.88,'4305',1551169091,1.000000000
'7c32aa','KAK',145.0512,-37.5526,990.6,82.61,FALSE,207.84,-4.55,'4312',1551168559,0.000000000
'7c32aa','KAK',145.0472,-37.5589,952.5,83.06,FALSE,206.88,-3.58,'4312',1551168568,0.035714286
'7c32aa','KAK',145.0432,-37.565,914.4,82.86,FALSE,208.16,-2.28,'4312',1551168578,0.071428571
'7c32aa','KAK',145.0385,-37.5721,891.54,81.9,FALSE,206.89,-3.58,'4312',1551168589,0.107142857
'7c32aa','KAK',145.035,-37.5775,868.68,81.9,FALSE,206.89,-3.9,'4312',1551168597,0.142857143
'7c32aa','KAK',145.0292,-37.5853,815.34,83.49,FALSE,214.96,-2.28,'4312',1551168609,0.178571429
'7c32aa','KAK',145.0237,-37.5914,800.1,82.11,FALSE,216.08,-3.25,'4312',1551168619,0.214285714
'7c32aa','KAK',145.0207,-37.5947,777.24,82.11,FALSE,216.08,-2.93,'4312',1551168625,0.250000000
'7c32aa','KAK',145.0058,-37.6087,708.66,82.21,FALSE,225,-1.95,'4312',1551168649,0.285714286
'7c32aa','KAK',145.0017,-37.612,685.8,80.15,FALSE,221.88,-2.28,'4312',1551168656,0.321428571
'7c32aa','KAK',144.9936,-37.6193,655.32,80.97,FALSE,220.88,-2.6,'4312',1551168669,0.357142857
'7c32aa','KAK',144.991,-37.6217,647.7,81.6,FALSE,221.93,-3.9,'4312',1551168674,0.392857143
