icao24,callsign,longitude,latitude,baro_altitude,velocity,on_ground,heading,vertical_rate,squawk,time,trajectory_number
'7c7a8f','YHT',144.943,-37.5924,426.72,58.66,False,1.01,-2.28,'0100',1551245838,0.0
'7c7a8f','YHT',144.9432,-37.5865,419.1,59.68,False,0.49,0,'0100',1551245849,0.16666666666666666
'7c7a8f','YHT',144.9432,-37.5827,419.1,58.68,False,2.01,0,'0100',1551245856,0.3333333333333333
'7c7a8f','YHT',144.9442,-37.5713,411.48,58.52,False,6.56,-1.3,'0100',1551245878,0.5
'7c7a8f','YHT',144.945,-37.5656,411.48,57.33,False,5.15,0.33,'0100',1551245889,0.6666666666666666
'7c7a8f','YHT',144.9451,-37.564,411.48,57.12,False,1.55,-0.33,'0100',1551245892,0.8333333333333333
'7c7a8f','YHT',144.9456,-37.5507,411.48,57.14,False,2.06,-0.33,'0100',1551245918,1.0
'7c81b0','ZWI',144.9857,-37.7293,396.24,59.17,False,269,-2.93,'3624',1551245838,0.0
'7c81b0','ZWI',144.9785,-37.7294,365.76,58.17,False,267.97,0.65,'3624',1551245849,0.047619047619047616
'7c81b0','ZWI',144.9721,-37.7296,335.28,60.23,False,268.04,-5.2,'3624',1551245859,0.09523809523809523
'7c81b0','ZWI',144.9653,-37.7297,304.8,62.76,False,270,-5.53,'3624',1551245869,0.14285714285714285
'7c81b0','ZWI',144.958,-37.7298,243.84,62.77,False,269.06,-4.55,'3624',1551245879,0.19047619047619047
'7c81b0','ZWI',144.9507,-37.73,213.36,61.81,False,267.14,-4.23,'3624',1551245889,0.23809523809523808
'7c81b0','ZWI',144.9438,-37.7304,213.36,60.11,False,263.12,-0.98,'3624',1551245899,0.2857142857142857
'7c81b0','ZWI',144.9411,-37.7308,182.88,51.7,False,238.84,3.25,'3624',1551245903,0.3333333333333333
'7c81b0','ZWI',144.9346,-37.7345,213.36,48.94,False,213.86,0.98,'3624',1551245918,0.38095238095238093
'7c81b0','ZWI',144.9327,-37.739,243.84,48.63,False,186.07,2.6,'3624',1551245929,0.42857142857142855
'7c81b0','ZWI',144.9355,-37.7472,304.8,47.85,False,153.16,1.63,'3624',1551245949,0.47619047619047616
'7c81b0','ZWI',144.9387,-37.7509,304.8,48.45,False,138.01,2.93,'3624',1551245959,0.5238095238095237
'7c81b0','ZWI',144.9426,-37.7543,335.28,51.01,False,138.27,3.58,'3624',1551245969,0.5714285714285714
'7c81b0','ZWI',144.9466,-37.7579,396.24,52.51,False,138.97,4.55,'3624',1551245979,0.6190476190476191
'7c81b0','ZWI',144.9503,-37.7612,426.72,50.6,False,137.06,4.55,'3624',1551245989,0.6666666666666666
'7c81b0','ZWI',144.9545,-37.7647,457.2,52.05,False,137,3.58,'3624',1551245999,0.7142857142857142
'7c81b0','ZWI',144.9584,-37.7679,487.68,52.38,False,135,4.55,'3624',1551246009,0.7619047619047619
'7c81b0','ZWI',144.963,-37.7713,548.64,52.05,False,133,4.55,'3624',1551246020,0.8095238095238095
'7c81b0','ZWI',144.9712,-37.7774,640.08,51.3,False,133.78,3.9,'3624',1551246039,0.8571428571428571
'7c81b0','ZWI',144.9755,-37.781,670.56,51.74,False,138.22,3.58,'3624',1551246049,0.9047619047619047
'7c81b0','ZWI',144.9793,-37.7846,701.04,52.07,False,142.22,2.93,'3624',1551246059,0.9523809523809523
'7c81b0','ZWI',144.9825,-37.7882,731.52,53.03,False,140.91,3.9,'3624',1551246069,1.0
'7c7801','QFA690',144.8332,-37.6436,152.4,72.75,False,171.87,-3.9,'4077',1551245554,0.0
