Country,Year,Value
Australia,2000,3305.47
Australia,2001,3109.13
Australia,2002,1636.51
Australia,2003,1724.18
Australia,2004,1880.9
Belgium,2000,3206.67
Belgium,2001,1915.48
Belgium,2002,2029.5
Belgium,2003,2174.84
Belgium,2004,2330.52
Canada,2000,1998.4
Canada,2001,2118.76
Canada,2002,2144.92
Canada,2003,2256.28
Canada,2004,2374.44
Denmark,2000,2248.6
Denmark,2001,2169.11
Denmark,2002,1999.39
Denmark,2003,1741.5
Denmark,2004,1695.13
France,2000,2953.4
France,2001,2533.73
France,2002,2560.46
France,2003,2141.07
France,2004,2207.92
